CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV
"Benzenesulfonic acid, 4-amino-, sodium salt (1:1)",515-74-2,515742,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3-dichloro-, sodium salt, dihydrate",51580-86-0,51580860,CASRN,"2,187,642","5,221,462","5,475,433","5,163,620"
"Propanoic acid, 2-hydroxy-, ammonium salt (1:1)",515-98-0,515980,CASRN,"183,097","190,799","793,607","11,787"
"Benzenesulfonic acid, 5-chloro-2-[2-(2-hydroxy-1-naphthalenyl)diazenyl]-4-methyl-, barium salt (2:1)",5160-02-1,5160021,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"Phosphoric acid, ammonium potassium salt (1:?:?)",51601-31-1,51601311,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Carbamic acid, N-(3-isocyanato-4-methylphenyl)-, 2-ethylhexyl ester",51604-48-9,51604489,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-, sodium salt (1:1)",5165-97-9,5165979,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Acetaldehyde, 2,2-dimethoxy-",51673-84-8,51673848,CASRN,0,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2(3H)-Furanone, 3-acetyldihydro-",517-23-7,517237,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Propanol, 1(or 2)-(methyl-2-phenoxyethoxy)-",51730-94-0,51730940,CASRN,"<1,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphoric acid, P,P'-1,4-phenylene P,P,P',P'-tetraphenyl ester",51732-57-1,51732571,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Naphthalenamine, N-[(1,1,3,3-tetramethylbutyl)phenyl]-",51772-35-1,51772351,CASRN,"29,927","36,374","34,387","29,834"
"Acetamide, N-[2-[2-(2-bromo-4,6-dinitrophenyl)diazenyl]-5-(di-2-propen-1-ylamino)-4-methoxyphenyl]-",51868-46-3,51868463,CASRN,"<1,000,000 lb","25,000 - <100,000 lb","<1,000,000 lb","25,000 - <100,000 lb"
"1,3-Dioxane-5-methanol, 5-ethyl-",5187-23-5,5187235,CASRN,"100,000 - <500,000 lb","1,000,000 - <10,000,000 lb","500,000 - <1,000,000 lb","<1,000,000 lb"
"Methanethiol, sodium salt (1:1)",5188-07-8,5188078,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Naphthalenecarboxamide, N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxy-4-[2-[2-methoxy-5-methyl-4-[(methylamino)sulfonyl]phenyl]diazenyl]-",51920-12-8,51920128,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Sorbitan, octadecanoate (2:3)",51938-44-4,51938444,CASRN,"133,100","34,100","23,474","22,900"
"L-Glutamic acid, N,N-bis(carboxymethyl)-, sodium salt (1:4)",51981-21-6,51981216,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Benzenecarbothioic acid, S-(4,5-dihydro-5-thioxo-1,3,4-thiadiazol-2-yl) ester",51988-14-8,51988148,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,2-Ethanediol, phosphate",52012-13-2,52012132,CASRN,"28,179",0,0,0
Zirconium oxide sulfate,52037-76-0,52037760,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2H-Pyran-2,4(3H)-dione, 3-acetyl-6-methyl-",520-45-6,520456,CASRN,"8,798","36,912","10,452","15,876"
"2-Propenamide, N-[3-(dimethylamino)propyl]-2-methyl-",5205-93-6,5205936,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Propanol, 1(or 2)-ethoxy-",52125-53-8,52125538,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"Butanedioic acid, 2-(tetrapropenyl)-, monoester with 1,2-propanediol",52305-09-6,52305096,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"2-Propenoic acid, 2-cyano-3,3-diphenyl-, ethyl ester",5232-99-5,5232995,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Urea, N,N'-bis[3-(dimethylamino)propyl]-",52338-87-1,52338871,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"4-Morpholinepropanamine, N-1-naphthalenyl-",5235-82-5,5235825,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propenoic acid, 1,1'-[1,4-butanediylbis[oxy(2-hydroxy-3,1-propanediyl)]] ester",52408-42-1,52408421,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"1-Hexadecanaminium, N,N-dihexadecyl-N-methyl-, chloride (1:1)",52467-63-7,52467637,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"3-Cyclohexene-1-carboxaldehyde, 1-methyl-3-(4-methyl-3-penten-1-yl)-",52474-60-9,52474609,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"3-Cyclohexene-1-carboxaldehyde, 1-methyl-4-(4-methyl-3-penten-1-yl)-",52475-86-2,52475862,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3,5-Triazin-2-amine, 4-methoxy-N,6-dimethyl-",5248-39-5,5248395,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Propanediol, 2-bromo-2-nitro-",52-51-7,52517,CASRN,"<1,000,000 lb","552,267","580,379","443,786"
"1-Propanesulfonic acid, 2-hydroxy-3-(2-propen-1-yloxy)-, sodium salt (1:1)",52556-42-0,52556420,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Zinc, bis[O,O-bis(1-methylethyl) phosphorodithioato-.kappa.S]bis(cyclohexanamine)-, (T-4)-",52585-16-7,52585167,CASRN,"26,239","29,987","34,725","51,927"
"Poly(oxy-1,2-ethanediyl), .alpha.-[(1,1,3,3-tetramethylbutyl)phenyl]-.omega.-hydroxy-, phosphate",52623-95-7,52623957,CASRN,"21,334","25,103","25,247","13,179"
"Oxirane, 2-methyl-, polymer with oxirane, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)",52624-57-4,52624574,CASRN,"246,474","181,218","72,351","23,369"
"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, phosphate",52628-03-2,52628032,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Ammonium zinc chloride,52628-25-8,52628258,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"2-Propenoic acid, polymer with 2-ethylhexyl 2-propenoate, ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenenitrile",52640-81-0,52640810,CASRN,"130,484","129,124","59,441","69,312"
"Benzene, 1,2,3-trimethyl-",526-73-8,526738,CASRN,"10,000,000 - <50,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phenol, 2,3-dimethyl-",526-75-0,526750,CASRN,"2,250,001","2,367,375","1,712,081","1,894,792"
D-Gluconic acid,526-95-4,526954,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Acetamide, N-[2-[2-(2-bromo-4,6-dinitrophenyl)diazenyl]-5-(diethylamino)phenyl]-",52697-38-8,52697388,CASRN,0,"42,612",0,"33,481"
"D-Gluconic acid, sodium salt (1:1)",527-07-1,527071,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Sulfuric acid, lead salt, tetrabasic",52732-72-6,52732726,CASRN,"7,547,617","7,919,066","7,710,942","7,021,216"
"Benzene, 1,2,3,5-tetramethyl-",527-53-7,527537,CASRN,0,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phenol, 2,4,6-trimethyl-",527-60-6,527606,CASRN,"1,000,000 lb - <20,000,000 lb","20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
2-Thiophenecarboxylic acid,527-72-0,527720,CASRN,"312,597","56,769","319,939",0
"Isooctadecanamide, N,N-bis(2-hydroxyethyl)-",52794-79-3,52794793,CASRN,"<1,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"2-Naphthalenecarboxamide, N-(4-chloro-2,5-dimethoxyphenyl)-3-hydroxy-4-[2-[2-methoxy-5-[(phenylamino)carbonyl]phenyl]diazenyl]-",5280-68-2,5280682,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"2-Naphthalenecarboxamide, N,N'-(2-chloro-1,4-phenylene)bis[4-[2-(2,5-dichlorophenyl)diazenyl]-3-hydroxy-",5280-78-4,5280784,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzamide, 3,3'-[(2,5-dimethyl-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis[4-chloro-N-(5-chloro-2-methylphenyl)-",5280-80-8,5280808,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Naphthalenecarboxylic acid, 3-hydroxy-4-[2-(4-methyl-2-sulfophenyl)diazenyl]-, calcium salt (1:1)",5281-04-9,5281049,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-methylpropyl 2-methyl-2-propenoate",52825-57-7,52825577,CASRN,"51,872","86,712","23,613",0
"Decanedioic acid, 1,10-bis(2,2,6,6-tetramethyl-4-piperidinyl) ester",52829-07-9,52829079,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Silane, trichlorooctyl-",5283-66-9,5283669,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,2,4-Benzenetricarboxylic acid",528-44-9,528449,CASRN,289,"28,196","10,488",1
"Butanamide, N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-2-[2-(4-nitrophenyl)diazenyl]-3-oxo-",52846-56-7,52846567,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzenamine, 4,4'-methylenebis[N-(1-methylpropyl)-",5285-60-9,5285609,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphoric acid, isotridecyl ester",52933-07-0,52933070,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"D-Glucitol, 1,4:3,6-dianhydro-2,5-di-O-methyl-",5306-85-4,5306854,CASRN,"401,123","158,915","180,077","37,016"
"Tricyclo[3.3.1.13,7]decan-1-aminium, N,N,N-trimethyl-, hydroxide (1:1)",53075-09-5,53075095,CASRN,"8,315,879","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Phosphoric acid, butyl ester, potassium salt",53126-06-0,53126060,CASRN,"355,045","437,490","545,789","484,529"
"Silane, ethyltrimethoxy-",5314-55-6,5314556,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Alkylamine salts of a mixture of (mono- and di-C12-20-alkyl) and (mono- and di-C14-18-mono- and dialkenyl unsaturated) phosphoric acid,53168,53168,Accession Number,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
Cerium zirconium oxide (CeZrO4),53169-24-7,53169247,CASRN,"1,481,052","2,416,808","1,192,497","1,815,268"
"Benzeneacetic acid, .alpha.,.alpha.-dichloro-, ethyl ester",5317-66-8,5317668,CASRN,"22,911","24,100","40,168",0
"Peroxydicarbonic acid, C,C'-ditetradecyl ester",53220-22-7,53220227,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzoic acid, sodium salt (1:1)",532-32-1,532321,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"2-Pentenenitrile, 3-methyl-5-phenyl-, (2Z)-",53243-59-7,53243597,CASRN,"52,911","56,438","41,446","33,510"
"1-Octanesulfonic acid, sodium salt (1:1)",5324-84-5,5324845,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Sulfamic acid,5329-14-6,5329146,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Benzoic acid, barium salt (2:1)",533-00-6,533006,CASRN,"<1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"1,2-Benzenedicarboxylic acid, 1,2-bis(2-propylheptyl) ester",53306-54-0,53306540,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Hydrazinecarboxylic acid, phenylmethyl ester",5331-43-1,5331431,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Silicic acid, lithium magnesium sodium salt",53320-86-8,53320868,CASRN,"1,000,000 lb - <20,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","500,000 - <1,000,000 lb"
"1-Propanamine, 3-methoxy-",5332-73-0,5332730,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Dodecanol, 2-octyl-",5333-42-6,5333426,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Phosphorodithioic acid, O,O-bis(2-methylpropyl) ester, sodium salt (1:1)",53378-51-1,53378511,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphorothioic acid, O,O-bis(2-methylpropyl) ester, sodium salt (1:1)",53378-52-2,53378522,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Dispiro[cyclohexane-1,2'(3'H)-quinazoline-4'(4'aH),1''-cyclohexane], 5',6',7',8'-tetrahydro-",53378-71-5,53378715,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Carbonic acid, sodium salt (2:3)",533-96-0,533960,CASRN,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb"
"Carbonotrithioic acid, sodium salt (1:2)",534-18-9,534189,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Furan, 2-methyl-",534-22-5,534225,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzenesulfonic acid, 2,4,5-trichloro-, sodium salt (1:1)",53423-65-7,53423657,CASRN,"190,037","169,148","194,302","236,245"
"1,2-Pentanediol",5343-92-0,5343920,CASRN,"<1,000,000 lb","<1,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
4-Pyridineethanol,5344-27-4,5344274,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzoic acid, 3,3'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)-2,1-diazenediyl]]bis[6-hydroxy-5-methyl-, lithium salt (1:4)",53523-90-3,53523903,CASRN,"120,000","150,000","190,000","130,000"
"Trisiloxane, 3-ethenyl-1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-",5356-84-3,5356843,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
